Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
12c9daf5-a29c-36c9-ac55-28972463e566,BETH ISRAEL DEACONESS HOSPITAL-MILTON INC,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,6176964600,253308.5800000059,1999
12dafd90-8c30-3c76-a9ae-f0272596d49a,SIGNATURE HEALTHCARE MEDICAL GROUP INC,1215 BROADWAY,RAYNHAM,MA,02767-1942,41.930477,-71.046214,508-894-0400,7491.279999999994,58
161a799c-4894-36f6-8ca7-2a71c8107f79,ATHOL MEMORIAL HOSPITAL,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,9782493511,23584.60999999998,191
16d99802-1091-3c8e-aa5c-11bba4042e65,HARBOR MEDICAL ASSOCIATES  INC.,56 NEW DRIFTWAY,SCITUATE,MA,02066-4533,42.205062,-70.74297800000001,781-545-7243,7491.279999999994,58
176a6fd8-69ff-3a50-88f3-90c7e88ef927,MILTON RADIOLOGISTS INC,199 REEDSDALE RD,MILTON,MA,02186-3926,42.241557,-71.082432,617-696-4600,7232.959999999995,56
18362426-1324-35e6-a226-adccb56a7a36,PCP258407,98 S MAIN ST,MIDDLEBOROUGH,MA,02346-2123,41.878004,-70.86926700000001,508-947-2155,42493.64000000023,332
1ae16480-11ce-35df-89ee-78947036c59c,PCP15690,1180 BEACON ST,BROOKLINE,MA,02446-3885,42.323853,-71.142003,617-277-2449,9041.199999999993,70
1c064e6a-e1a5-3124-b294-68ae3a9d6487,ALL-ACCESS PHYSICAL THERAPY  INC.,904 C BOSTON TPKE,SHREWSBURY,MA,01545-3303,42.284766999999995,-71.714228,508-845-3500,10849.439999999991,84
1c9f06a8-38bb-3d07-99b2-176d626bc4c2,PCP113281,111 WASHINGTON ST,PLAINVILLE,MA,02762-2155,42.012797,-71.336578,,14078.439999999988,109
1ca2afca-6817-3a22-81d7-70b3b1366183,PCP29525,65 NEPONSET AVE,FOXBOROUGH,MA,02035-4022,42.061338,-71.245802,508-543-7160,9041.199999999993,70
1d9793e4-b135-33d8-b90e-521cedb608cc,PCP110579,611 LEOMINSTER RD,LUNENBURG,MA,01462-2013,42.582607,-71.720464,,9686.999999999993,75
1df56535-d4b3-3192-8c29-36f122fccab6,PCP105554,280 WASHINGTON ST,HUDSON,MA,01749-2735,42.389071,-71.545864,,8653.719999999994,67
1eaf97fa-9de6-38de-a9c4-6efe5dc574be,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,5083635000,51276.52000000047,409
1f6b6667-2104-3bba-a332-c119f6ffbb64,PCP16049,191 CHERRY HILL DR,SEEKONK,MA,02771-2223,41.839797999999995,-71.31804699999999,401-617-2284,4003.959999999998,31
1ff2e3aa-8234-3a06-a1f7-c622d7b2c1d8,STURDY MEMORIAL ASSOCIATES  INC.,60 MESSENGER ST,PLAINVILLE,MA,02762-2258,42.012797,-71.336578,508-698-0055,3874.7999999999984,30
2075b030-1585-3772-8792-fa474af2c744,SOUTH SHORE WOMEN'S HEALTH  P.C.,689 BEDFORD ST,WHITMAN,MA,02382-1807,42.078974,-70.93939,781-447-4001,15499.199999999986,121
21ed1061-d809-3fa9-a1bd-bd0b1a108a41,BAY STATE EXCELLENT VISION,600 MAIN ST,MALDEN,MA,02148-3919,42.42938,-71.058706,781-321-6463,3616.4799999999987,29
226098a2-6a40-3588-b5bb-db56c3a30a04,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,5084273000,137684.41000000288,1100
23834663-ed53-3da9-b330-d6e1ecb8428e,SOUTHCOAST HOSPITAL GROUP  INC,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,5086793131,222412.5900000045,1832
2468bb56-3ceb-37c9-8140-14cbe3d36948,CAREWELL URGENT CARE CENTERS OF MA  PC,349 BROADWAY,SOMERVILLE,MA,02145-2407,42.390445,-71.101033,617-302-4194,15628.359999999986,121
24bcfc89-997e-3a62-a6c3-83ed31af8901,PCP167180,22 MCGRATH HWY 4,SOMERVILLE,MA,02143-4508,42.390445,-71.101033,,6070.519999999996,47
24cb4eab-6166-3530-bddc-a5a8a14a4fc1,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,5084731190,336022.4999999916,2665
261b14f5-39d7-37eb-a8b7-606014d8eff3,PCP17774,493 ESSEX ST,LAWRENCE,MA,01840-1241,42.700272999999996,-71.161357,978-686-7111,7620.439999999994,59
26f1b65c-0efb-36a4-a07d-50e0346f30a4,PCP6089,17 WALTHAM RD,WAYLAND,MA,01778-1128,42.360427,-71.361099,508-361-1224,5424.719999999997,42
27379046-608b-32f0-9df7-8c833cf5d11d,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,6177325500,36164.80000000006,281
279b2a85-ab64-3dec-90df-fbca8b479db5,PCP25692,48 CHERRY ST,WENHAM,MA,01984-1313,42.600633,-70.883303,978-473-6078,14982.559999999987,116
28312252-e57e-34cb-8e45-6ce36187d68c,STEWARD ST. ANNE'S HOSPITAL CORPORATION,537 FAUNCE CORNER RD,NORTH DARTMOUTH,MA,02747-1242,41.646686,-70.999158,508-961-0710,4908.079999999997,38
290f8d1d-fc6b-38bd-90b3-3c15d56dd97a,PCP15602,51 MAIN ST,GLOUCESTER,MA,01930-5791,42.62885,-70.685875,978-281-5131,4262.279999999998,33
291a9036-ff68-348d-a693-537df0807a12,FALL RIVER MEDICAL EMERGENCY WALK IN CLINIC,427 PLYMOUTH AVENUE,FALL RIVER,MA,2721,41.6956586,-71.1530617,508-679-0010,0.0,1
297e845b-327b-32f5-a78d-5885ab951c05,PCP112956,879 COUNTY ST,SOMERSET,MA,02726-5033,41.738479,-71.165065,,8395.399999999994,65
2c3e6615-030f-35a7-aeb4-f32bbb83af26,PCP166560,150 BRYN MAWR AVE,AUBURN,MA,01501-1607,42.198708,-71.846006,,5812.199999999996,45
2d3b6c1d-29f1-382e-9982-d4e5d9fc8c35,HALLMARK HEALTH MEDICAL ASSOCIATES INC,200 GOVERNORS AVE,MEDFORD,MA,02155-1644,42.423844,-71.10923100000001,781-391-5400,3487.319999999999,27
309b9155-1832-3aa2-9bc2-e6047060c36c,UMASS MEMORIAL MEDICAL GROUP  INC.,326 NICHOLS RD,FITCHBURG,MA,01420-5140,42.601977000000005,-71.81586999999999,978-343-5270,3616.4799999999987,28
3265f387-6c51-32ee-8f6d-b2a89caa34d5,CHELSEA MGH HEALTH CENTER MEDICAL WALK IN,151 EVERETT AVENUE,CHELSEA,MA,2150,42.3961274,-71.0392206,617-884-8300,0.0,61
33145183-be4b-3f49-809e-05a81cce7ecd,PCP34313,52 CENTRAL ST,GARDNER,MA,01440-1662,42.584206,-71.988737,978-632-5722,12399.35999999999,96
34031633-e7ec-3962-8a45-e2a8f77dcc92,MILFORD REGIONAL PHYSICIAN GROUP INC,200 COMMERCE DR,NORTHBRIDGE,MA,01534-1425,42.128937,-71.655787,508-234-6260,6587.159999999995,51
3553d3a5-68c0-3da6-8aed-37f3bd7209c9,PCP19378,53 COUNTY RD,MATTAPOISETT,MA,02739-1652,41.661363,-70.812024,508-758-1330,4391.439999999998,34
364cf084-5db8-36da-9d70-34ff6d4218ec,RIVERSIDE RADIOLOGY MEDICAL GROUP INC,85 BARTLETT HILL RD,CONCORD,MA,01742-1801,42.462911,-71.364496,,4649.7599999999975,37
3785a91b-ef8c-3628-b673-5f9808b05616,GL PEDIATRICS INC,33 BARTLETT ST,LOWELL,MA,01852-1318,42.63898,-71.321141,978-452-2200,8912.039999999994,69
37b4d73f-652d-3033-a16e-d97b9e8b4cda,ANNA JAQUES HOSPITAL,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,9784631000,108494.280000002,868
37c0de84-bcaf-3624-82bf-a89b2ac441b8,BEVERLY HOSPITAL CORPORATION,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,9789223000,153829.5300000032,1222
37c197b5-110f-339b-942e-272137f770b2,CD PRACTICE ASSOCIATES INC,14 WILLIAMS ST,WILLIAMSBURG,MA,01096-9427,42.405414,-72.726043,413-268-3616,10978.599999999991,85
37eb7694-de8f-3407-b95f-1a6a31fb0f6a,Springfield Outpatient Clinic,25 Bond Street,Springfield,MA,01104,42.110065,-72.60007,413-731-6000 Or 413-731-6000,24023.759999999977,186
395a9f52-1f2d-35cd-8cfe-35e2771f8921,PCP248432,567 CENTRAL ST,BOYLSTON,MA,01505-1523,42.355049,-71.716157,508-335-2452,16532.479999999985,128
3b18fe70-e14e-354f-a948-bce4fbb4b2a7,NORTHEAST MEDICAL PRACTICE INC,280 UNION ST,LYNN,MA,01901-1353,42.474862,-70.96218499999999,781-596-3800,6070.519999999996,47
3b5067a8-36ad-367c-b73e-2b6220a5f290,PCP83090,4 TANNERY BROOK ROW,SOMERVILLE,MA,02144-2758,42.390445,-71.101033,617-726-1736,3874.7999999999984,30
3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,NORWOOD HOSPITAL,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5087721000,390476.4999999807,3083
3c8b233a-6c05-3357-b6e0-97306efcf971,PCP167629,54 MAPLE AVE B,RUTLAND,MA,01543-1527,42.388284999999996,-71.969865,,12528.51999999999,97
3d10019f-c88e-3de5-9916-6107b9c0263d,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,6172436000,334472.4899999921,2658
3ed98587-8c4c-33b4-9cbe-ec7fc451d2b6,PCP143874,242 JOHN WISE AVE,ESSEX,MA,01929-1027,42.64042,-70.77117199999999,,5166.399999999997,40
3fa14d94-f5fe-31e2-8d63-df026c7b6a45,PCP128082,480 WASHINGTON ST,BRIGHTON,MA,02135-2655,42.33196,-71.020173,,14465.919999999987,112
3fbe3da9-8e41-3118-a253-7e2d1b46480f,Brockton Vet Center,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,508-580-2730 Or 508-580-2730,25263.689999999977,196
415bf5aa-ea38-3685-a13c-e68fcc89b344,PCP50662,1 WASHINGTON ST,WELLESLEY HILLS,MA,02481-1706,42.30539,-71.28366899999997,781-237-65502,5683.039999999996,44
42a6d2c0-4c41-30de-b401-d24121341258,PCP8527,258 MAIN ST,MILFORD,MA,01757-2506,42.158691999999995,-71.521419,508-473-5888,8137.079999999994,63
43de7525-f2f9-39a9-b8ff-9cba4ef56988,PCP26110,117 HIGHLAND AVE,WATERTOWN,MA,02472-1642,42.369451,-71.177925,617-923-8135,6974.639999999995,54
43e1c8ac-cce2-3e8d-8752-ce9045c435cb,PCP236544,365 MAIN ST,WINTHROP,MA,02152-1637,42.375541,-70.970646,,4391.439999999998,34
44a6ca33-dba9-3aa7-b75b-c7abf74930e9,AMY EDALJI MD AND R ROGER KOMER MD,1180 BEACON ST,BROOKLINE,MA,02446-3806,42.323853,-71.142003,617-739-6300,8266.239999999994,64
44bef9d3-91c2-3005-93e0-ccf436348ff0,MASSACHUSETTS EYE AND EAR INFIRMARY -,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,6175237900,32806.63999999997,262
45fbe90d-10f7-39f4-9f84-2100c302faf9,PCP22338,500 SALEM ST,WILMINGTON,MA,01887-1200,42.564646999999994,-71.164516,978-988-6240,7620.439999999994,59
46084d3f-e6a2-37bc-b830-9b15674f7cae,PCP20314,117 MAIN ST,SPENCER,MA,01562-2125,42.247211,-71.991867,508-885-2500,3745.6399999999985,29
465de31f-3098-365c-af70-48a071e1f5aa,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,5083831000,221767.72000000507,1760
479d8764-9f18-300e-8695-57c43e37cf4a,PCP34751,1170 MAIN ST,W BARNSTABLE,MA,02668-1142,41.662727,-70.357208,508-737-2701,11882.71999999999,92
4861d01f-019c-3dac-a153-8334e50919f9,NORTH SHORE MEDICAL CENTER -,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,9787411215,202703.56000000442,1616
48bc3aff-5ff4-3ec6-b7e5-5a5b36680331,PCP16262,1032 TURNPIKE ST,CANTON,MA,02021-2866,42.175737,-71.125385,617-549-2939,8782.879999999994,69
49318f80-bd8b-3fc7-a096-ac43088b0c12,COOLEY DICKINSON HOSPITAL INC THE,30 LOCUST STREET,NORTHAMPTON,MA,01060,42.327044,-72.67463000000002,4135822000,207766.77000000468,1641
49bf5812-29f3-32c7-88de-329eb3864885,PCP118875,627 COLLEGE HWY 2,SOUTHWICK,MA,01077-9829,42.05257,-72.777353,,3745.6399999999985,29
4a1c5788-d5c9-3306-a691-d5ab7725c49d,PCP163305,1333 MAIN ST,WALPOLE,MA,02081-1756,42.146285999999996,-71.255604,,14724.239999999987,114
4accc89c-6cb0-3c68-b985-eeae348786d4,MILTON CHIROPRACTIC AND REHABILITATION INC,540 GALLIVAN BLVD,DORCHESTER,MA,02124-5400,42.33196,-71.020173,617-282-1200,10720.279999999992,83
4b562cab-70a7-3a46-bb2c-a1d4b85fdba6,PCP19106,328 BROADWAY,CAMBRIDGE,MA,02139-1840,42.376043,-71.11868,617-661-3113,8912.039999999994,69
4bac2e3e-0bdd-3916-b5a8-f175fa5c80d1,BROCKTON AREA MULTI-SERVICES  INC.,288 BEDFORD ST,WHITMAN,MA,02382-1820,42.078974,-70.93939,781-447-6425,12011.87999999999,93
4bdaa4c2-c664-3089-aee2-7137abbad27f,HARRINGTON MEMORIAL HOSPITAL-1,100 SOUTH STREET,SOUTHBRIDGE,MA,01550,42.059669,-72.03404,5087659771,179609.83000000392,1413
4ca1bde9-84f1-320d-86dc-39bf90ecdd19,PCP74995,311 B MAIN ST,WILLIAMSTOWN,MA,01267-2610,42.695743,-73.22211800000001,413-652-1554,6457.999999999995,50
4e383e1d-1060-3747-a4f0-d639980ff360,PCP29892,131 HARVARD ST,BROOKLINE,MA,02446-6429,42.323853,-71.142003,617-934-4744,5553.8799999999965,43
4e916854-3a59-3f17-bb16-7c406148d822,HANOVER FAMILY HEALTH AND URGENT CARE,1399 WASHINGTON STREET,HANOVER,MA,2339,42.144202,-70.844005,781-829-1000,0.0,297
4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,BERKSHIRE MEDICAL CENTER INC - 1,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,4134472000,208696.59000000474,1643
5103c940-0c08-392f-95cd-446e0cea042a,SHRINERS' HOSPITAL FOR CHILDREN (THE),516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,4137872000,57269.52000000062,457
518271fa-2372-3b99-9b3f-a9ccc3cfc33b,PCP2704,31 HASTINGS ST,MENDON,MA,01756-1090,42.09387,-71.544519,508-473-12005,4262.279999999998,33
5259a506-b80b-3ed5-9c30-83188eabf33e,Fitchburg Outpatient Clinic,881 Main Street,Fitchburg,MA,01420,42.586487,-71.80521,978-342-9781 Or 978-342-9781,75816.92000000113,590
52a30b57-1660-3c8c-9f4d-5a38305ee506,THE COMMONWEALTH OF MASSACHUSETTS,830 COUNTY RD,POCASSET,MA,02559-2198,41.688804,-70.639267,508-564-9600,5553.8799999999965,43
5342f6b7-4ddb-3ca5-a12d-e4f4516a74af,PCP230103,1029 PLEASANT ST,BRIDGEWATER,MA,02324-2301,41.972376000000004,-70.978773,,5683.039999999996,44
53b25c4b-e95f-3dd1-8e69-d427cdd83631,Framingham Outpatient Clinic,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,800-865-3384,81499.96000000129,636
5445cc47-4b0f-37a6-9223-418b20a0693f,PCP115864,16 WINTER ST,SOUTHBOROUGH,MA,01745-1029,42.299625,-71.52842700000001,,8912.039999999994,69
5465c26c-010a-31f6-b4e1-6cf2657fc6bc,PCP85981,800 WASHINGTON ST,NORWOOD,MA,02062-3487,42.187364,-71.195971,,7620.439999999994,59
580414e6-7ed5-36e1-8705-1c9cf627a28e,ROBERT J OBRIEN JR MD AND ASSOC PC,833 MAIN ST,MELROSE,MA,02176-2715,42.455723,-71.05901899999999,781-729-4878,3874.7999999999984,30
5844ad77-f653-3c2b-b7dd-e97576ab3b03,BAYSTATE WING HOSPITAL AND MEDICAL CENTERS,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,4132837651,136237.92000000272,1077
588e03bd-91bc-3442-be9e-66c18ba36c0c,KHOURY CHIROPRACTC  INC.,116 MECHANIC ST,BELLINGHAM,MA,02019-1678,42.076682,-71.47449,508-966-3777,26606.959999999974,206
58fa71de-2295-33b8-8932-176a72078898,PCP4047,265 PLEASANT ST,ROCKLAND,MA,02370-1280,42.129251000000004,-70.908736,781-878-6962,11366.07999999999,88
592c7848-5619-3d11-b158-488fb330ee00,PCP348282,501 MAIN ST,DENNIS,MA,02638-1911,41.706123,-70.164823,,3616.4799999999987,28
5bba1a73-d276-3664-81ca-d6057b5b19e5,MERCY FAMILY PRACTICE PC,250 GREEN ST,GARDNER,MA,01440-1377,42.584206,-71.988737,978-632-6445,4262.279999999998,33
5c028435-0cca-3c7b-b497-42878304f48e,PCP185772,WILLIAM R NOLAN JR DC,DANVERS,MA,01923,42.574174,-70.95051600000001,,8912.039999999994,69
5d4b9df1-93ae-3bc9-b680-03249990e558,HOLYOKE MEDICAL CENTER,575 BEECH STREET,HOLYOKE,MA,01040,42.211656,-72.642448,4135342500,327601.36999999307,2585
5db9c918-9e4d-38bb-a94c-2c031fcb6fb0,CRABBE CHIROPRACTIC  INC,132 S MAIN ST,ACUSHNET,MA,02743-2772,41.718216999999996,-70.901151,508-998-2800,5037.239999999997,39
5e765f2b-e908-3888-9fc7-df2cb87beb58,STURDY MEMORIAL HOSPITAL,211 PARK STREET,ATTLEBORO,MA,02703,41.931653,-71.294503,5082225200,287355.03000000096,2287
5f0a1caa-7e67-3777-babb-c06f9cb1b118,SAINT VINCENT PHYSICIAN SERVICES INC,813 SOUTHBRIDGE ST,AUBURN,MA,01501-1323,42.198708,-71.846006,508-832-0173,4649.7599999999975,36
5f5140f3-df3b-3af2-bc42-a671fc6a5a28,PCP137171,17 N AVE,ROCKLAND,MA,02370-2123,42.129251000000004,-70.908736,,12528.51999999999,97
6040b2da-71a1-3d12-a777-427cbb929931,PCP231204,46 MAIN RD,MONTGOMERY,MA,01085-9522,42.220395,-72.834999,413-862-3400,4391.439999999998,34
60457c13-adb2-3415-82c5-86ab5dab5f93,BAYSTATE MEDICAL CENTER,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,4137940000,63494.93000000073,517
6103d742-31b1-3e24-9552-034b3b85ae3d,MASSACHUSETTS GENERAL PHYSICIANS ORGANIZATION  INC,311 SERVICE RD,EAST SANDWICH,MA,02537-1370,41.734214,-70.430683,508-833-4000,11366.07999999999,88
61375750-0356-3ece-8d48-fe388c5ee18f,COMMUNITY PHYSICIANS ASSOC INC,100 HIGHLAND ST,MILTON,MA,02186-3881,42.241557,-71.082432,617-698-0099,9041.199999999993,70
616aa60c-0364-3315-ae16-7133ae5181bd,PCP167233,336 MAIN ST,WAKEFIELD,MA,01880-5013,42.50436,-71.064061,,11236.919999999991,88
61b5df88-742c-3ed7-aa4e-c681665bf99a,PCP144578,630 BOSTON RD,BILLERICA,MA,01821-3783,42.559673,-71.260947,,6587.159999999995,51
62fa9127-485f-3032-87cc-6576d91fec94,LAHEY CLINIC NORTHSHORE,1 ESSEX CENTER DRIVE,PEABODY,MA,1960,42.5369864,-70.9465423,978-538-4000,0.0,742
64a9eaf6-3eef-3149-988c-3436d918d805,PCP119483,54 FAIRFIELD ST,CAMBRIDGE,MA,02140-1911,42.376043,-71.11868,,9816.159999999993,76
65a74939-6441-32c0-bd3e-00b951c968e1,PCP9047,584 HIGH ST,DEDHAM,MA,02026-1807,42.246871999999996,-71.179462,781-471-4338,5037.239999999997,39
66e57e95-78f4-38b9-bd2e-20fadbc2e34a,CHIROPRACTIC CARE CENTERS INC,503 ELECTRIC AVE,FITCHBURG,MA,01420-5371,42.601977000000005,-71.81586999999999,978-353-7716,9041.199999999993,70
686f49cf-d7d6-3368-b554-9483b0f9f1cf,MORTON SURGICAL  P.C.,72 WASHINGTON ST,TAUNTON,MA,02780-2470,41.903324,-71.094987,508-824-4535,3874.7999999999984,31
69176529-fd1f-3b3f-abce-a0a3626769eb,MOUNT AUBURN HOSPITAL,330 MOUNT AUBURN STREET,CAMBRIDGE,MA,02138,42.375967,-71.118275,6174923500,288569.1700000008,2296
6ade82be-b7cc-34f6-b992-de16d4c1f9dc,SOUTHCOAST PHYSICIANS GROUP  INC..,300 A FAUNCE CORNER RD,NORTH DARTMOUTH,MA,02747-1280,41.646686,-70.999158,,7878.759999999994,61
6b917120-a4d4-36f1-896b-0929f9bf5d77,CARL GUSTAFSON LLC,141 BOSTON POST RD,SUDBURY,MA,01776-2405,42.383367,-71.42107,781-541-5111,12528.51999999999,97
6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,ADCARE HOSPITAL OF WORCESTER INC,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,5087999000,35648.16000000005,279
6e62e63b-c39a-3211-99d8-8b8f0f06774e,GREAT BROOK VALLEY HEALTH CENTER,19 TACOMA STREET,WORCESTER,MA,1605,42.3023113,-71.7661395,508-852-1805,0.0,282
6f122869-a856-3d65-8db9-099bf4f5bbb8,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,7817445100,274490.8200000037,2159
6f30e0bc-bef3-33e0-a1f3-400d919f7c59,PCP80741,23 VILLAGE INN RD,WESTMINSTER,MA,01473-1660,42.5546,-71.90544,978-875-6200,9170.359999999993,71
6f72fdcc-46a5-330a-b956-d915dd5cbc0a,PCP102335,216 CENTRE ST,MALDEN,MA,02148-5526,42.42938,-71.058706,,11366.07999999999,88
6ffe62de-5d90-3cc7-be16-643a7496c817,PCP8458,601 AMHERST RD,SUNDERLAND,MA,01375-9466,42.466691,-72.546751,413-665-3336,7232.959999999995,56
700056a6-3aea-3efd-8423-a9acbd38a5ea,ROUTE 44 MEDICAL WALK-IN,106 UNITED STATES HIGHWAY 44,RAYNHAM,MA,2767,41.9051941,-71.0609995,508-824-1476,0.0,41
7116c200-6663-3503-8314-1ee16845e5d3,SAINTS WALK-IN MEDICAL CENTER - URGENT CARE AND OCCUPATIONAL HEALTH,85 PARKHURST ROAD,CHELMSFORD,MA,1824,42.6257767,-71.3593401,978-458-6868,0.0,31
72a10c1a-ee7c-3a01-97b1-33f63244c13e,Edith Nourse Rogers Memorial Veterans Hospital (Bedford VA),200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,781-687-2000,24101.249999999978,189
